Country_,Name,Issuer_,Distributor_,Wrapper_,Volume_,ProductCurrency,Underlying_,Underlying_Type_,InitialStrikeDateUTC,Tenor,AutoCallFreq_,CapitalProtection,PDI_Type_,PDI_Barrier_,MinCoupon_,MaxCoupon_,MaxAnnualizedPayout_,AC_FirstDate_,AC_FirstLevel_,AC_FirstPayout_,AC_LastLevel_,AC_LastPayout_,Description_,ISIN_,FT_
FRA,Autocall Notes linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,3.0,EUR,['MerQube BNP 4.6 Index Point Decrement EUR Index'],Decrement,2025-06-06T00:00:00Z,12.03288,Daily,0.0,European,-60.0,,,,2026-06-05T00:00:00Z,0.0,111.4,0.0,111.4,"This is a growth product linked to the performance of an underlying.If during the daily observation period, the underlying is at or above a predefined level, the product terminates on that date and offers a capital return of 100% plus a pro-rated coupon p.a. since the launch of the product. At maturity, if the level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the undelying is below this level, but at or above the predefined barrier, the product offers a capital return of 100%. Otherwise, the product participates 1:1 in the performance of the underlying.",XS3080498846,
FRA,Autocall Notes linked to a Share,Citi,Non-public,Medium Term Note,0.6000000000000001,EUR,['BNP Paribas'],Banks,2024-02-29T00:00:00Z,5.02192,Daily,0.0,European,-40.0,,,,2025-12-29T00:00:00Z,0.0,110.0,0.0,110.0,"This is a growth product linked to the performance of an underlying.If during the daily observation period, the underlying is at or above a predefined level, the product terminates on that date and offers a capital return of 100% plus a pro-rated coupon p.a. since the launch of the product. At maturity, if the level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the undelying is below this level, but at or above the predefined barrier, the product offers a capital return of 100%. Otherwise, the product participates 1:1 in the performance of the underlying.",XS2752735113,
FRA,Autocall Securities linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,2.0,EUR,['iStoxx Single Stock on Stellantis GR Decrement 1.34 Index'],Decrement,2024-09-27T00:00:00Z,10.02466,Daily,0.0,European,-80.0,,,,2026-09-28T00:00:00Z,0.0,113.85,0.0,113.85,"This is a growth product linked to the performance of an underlying.If during the daily observation period, the underlying is at or above a predefined level, the product terminates on that date and offers a capital return of 100% plus a pro-rated coupon p.a. since the launch of the product. At maturity, if the level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the undelying is below this level, but at or above the predefined barrier, the product offers a capital return of 100%. Otherwise, the product participates 1:1 in the performance of the underlying.",XS2873427053,
FRA,Autocall Notes,Citi,Non-public,Unit-linked Insurance Plan,15.0,EUR,['iStoxx Single Stock on Credit Agricole GR Decrement 1.05 Price EUR Index'],Decrement,2024-06-28T00:00:00Z,10.0274,Monthly,0.0,European,-50.0,,,,2026-06-29T00:00:00Z,0.0,112.0,-4.0,119.0,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying.",XS2782856772,
FRA,Autocall Securities linked to an Index,Citi,Non-public,Medium Term Note,1.0,EUR,['Morningstar Developed Europe Energy Select 10 Decrement 50 Point GR EUR Index'],Decrement,2024-06-14T00:00:00Z,10.13699,Quarterly,0.0,European,-50.0,,,,2025-07-25T00:00:00Z,0.0,110.0,-8.0,157.5,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying.",XS2811793731,
FRA,Autocall Notes linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,4.0,EUR,['iStoxx Single Stock on Credit Agricole GR Decrement 1.05 Price EUR Index'],Decrement,2024-06-28T00:00:00Z,10.0274,Quarterly,0.0,European,-50.0,,,,2025-06-30T00:00:00Z,0.0,112.0,-19.0,169.0,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying.",XS2811828545,
FRA,Autocall Notes linked to a Basket of Indices,Citi,Non-public,Unit-linked Insurance Plan,3.0,EUR,"['Solactive TotalEnergies EOD Decrement 2.96 Index', 'MerQube AXA 1.98 Index Point Decrement EUR Index']",Decrement,2024-11-15T00:00:00Z,10.08219,Quarterly,0.0,European,-60.0,,,,2025-12-08T00:00:00Z,0.0,111.11,-8.0,116.3825,"This is a growth product linked to the performance of a basket of underlyings.On each observation date, if the level of the basket is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the basket of underlyings is at or above a predefined level, the product offers the maximum capital return. If the level of the basket is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the basket.",XS2936081483,
FRA,Autocall Notes linked to a Basket of Indices,Citi,Non-public,Unit-linked Insurance Plan,1.0,EUR,"['iStoxx Single Stock on Klepierre GR Decrement 1.7 Index', 'iStoxx ORA GR Decrement 0.7 EUR Index', 'iStoxx Single Stock on Stellantis GR Decrement 1.2 Price EUR Index', 'iStoxx Single Stock on Engie GR Decrement 1.2 Price EUR Index']",Decrement,2023-12-22T00:00:00Z,10.03014,Quarterly,0.0,European,-40.0,,,,2031-12-22T00:00:00Z,-14.0,180.0,0.0,110.0,"This is a growth product linked to the performance of a basket of underlyings.On each observation date, if the level of the basket is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the basket of underlyings is at or above a predefined level, the product offers the maximum capital return. If the level of the basket is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the basket.",XS2709324367,
FRA,Autocall Securities linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,2.0,EUR,"['MerQube BNPP 4.2 Point Decrement EUR Index', 'iStoxx Single Stock on Credit Agricole GR Decrement 1.05 Price EUR Index']",Decrement,2024-12-24T00:00:00Z,12.1589,Daily,0.0,European,-50.0,,,,2026-11-09T00:00:00Z,0.0,118.5,0.0,118.5,"This is a growth product linked to the performance of a basket of underlyings.If during the daily observation period, the worst performing underlying is at or above a predefined level, the product terminates on that date and offers a capital return of 100% plus a pro-rated coupon p.a. since the launch of the product. At maturity, if the level of the worst performing underlying is at or above a predefined level, the product offers the maximum capital return. If the undelying is below this level, but at or above the predefined barrier, the product offers a capital return of 100%. Otherwise, the product participates 1:1 in the performance of the worst performing underlying.  Initial Lookback Dates: 24/12/2024, 07/02/2025",XS2958356482,
FRA,Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,['Euronext G Stellantis 230424 GR Decrement 0.68 Index'],Decrement,2025-04-11T00:00:00Z,10.6,Monthly,0.0,European,-50.0,,,21.5,2027-11-30T00:00:00Z,-5.0,144.7917,-5.0,143.0,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying. Initial Lookback Dates: 11/04/2025, 25/07/2025, 31/10/2025",FR1459AB8137,https://brochures.structuredretailproducts.com/brochure/2025/08/26/3B-7A-E5-75-B8-C3-BA-64-7A-F6-A0-AD-55-24-DC-9B.pdf
FRA,Memory Phoenix Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,['MSCI Europe IMI Energy 10% Issuer Capped 50 Points Decrement Index'],Decrement,2025-06-20T00:00:00Z,10.15616,Quarterly,0.0,European,-50.0,0.0,10.11,10.11,2032-02-02T00:00:00Z,0.0,100.0,0.0,100.0,"Il s'agit d'un produit à distribution lié à la performance d'un sous-jacent.À chaque date d'observation, y compris à l'échéance, si le sous-jacent est égal ou supérieur à un niveau prédéfini, le produit offre un coupon. Le produit a un 'effet mémoire'. À la date d'observation, si le coupon n'a pas été payé, l'investisseur recevra le coupon, dès que la condition ci-dessus soit remplie.En outre, si le sous-jacent est égal ou supérieur à un niveau prédéfini à l'une des dates d'observation spécifiées, le produit se met à terme prématurément et offre un rendement du capital de 100%.À l'échéance, le produit offre un rendement du capital de 100%, tant que le sous jacent est égal ou supérieur à un niveau prédéfini. Sinon, le produit participe 1:1 à la performance du sous-jacent. Dates Initiales de Lookback: 20/06/2025, 30/06/2025, 15/07/2025, 31/07/2025",XS2769459392,https://brochures.structuredretailproducts.com/brochure/2025/07/17/89-81-6F-25-A7-07-57-B9-F9-5E-B6-24-FF-A4-51-FB.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,['Euronext G TotalEnergies 191222 GR Decrement 3.30 Index'],Decrement,2025-06-24T00:00:00Z,12.30959,Quarterly,0.0,European,-50.0,,,8.5,2026-09-28T00:00:00Z,0.0,108.5,-35.18,199.875,"Il s'agit d'un produit à capitalisation lié à la performance d'un sous-jacent.À chaque date d'observation, y compris à l'échéance, si le sous-jacent est égal ou supérieur à un niveau prédéfini,le produit se met à terme prématurément et offre un rendement du capital de 100%, et en addition, un coupon spécifique par période écoulée.Si le niveau final du sous-jacent à maturité est égal ou supérieur au niveau prédéfini, le product offre le rendement du capital maximum. Sinon, le produit participe 1:1 à la performance du sous-jacent. Dates Initiales de Lookback: 24/06/2025, 01/08/2025, 26/09/2025",FR1459AB8905,https://brochures.structuredretailproducts.com/brochure/2025/08/26/BF-FC-BC-AB-4B-1F-64-43-43-3A-92-30-FE-E0-F1-EF.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,['Euronext G Credit Agricole 310523 GR Decrement 1.10 Index'],Decrement,2025-05-28T00:00:00Z,12.21918,Monthly,0.0,European,-50.0,,,12.7596,2026-07-30T00:00:00Z,0.0,112.7596,-27.0,232.9125,"Il s'agit d'un produit à capitalisation lié à la performance d'un sous-jacent.À chaque date d'observation, y compris à l'échéance, si le sous-jacent est égal ou supérieur à un niveau prédéfini,le produit se met à terme prématurément et offre un rendement du capital de 100%, et en addition, un coupon spécifique par période écoulée.Si le niveau final du sous-jacent à maturité est égal ou supérieur au niveau prédéfini, le product offre le rendement du capital maximum. Sinon, le produit participe 1:1 à la performance du sous-jacent. Dates Initiales de Lookback: 28/05/2025, 30/07/2025",XS2688680466,https://brochures.structuredretailproducts.com/brochure/2025/07/17/12-CB-9F-64-79-B4-81-2E-C5-D8-69-B0-72-88-AF-AB.pdf
FRA,Memory Phoenix Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,['MSCI EMU Banks 50 Points Decrement EUR Index'],Decrement,2025-07-03T00:00:00Z,10.13973,Quarterly,0.0,European,-50.0,0.0,8.5,8.5,2033-05-16T00:00:00Z,-20.25,100.0,-25.0,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.",XS3034054539,https://brochures.structuredretailproducts.com/brochure/2025/07/30/83-D4-98-F1-36-2E-30-AB-63-14-4C-4A-C0-38-C5-8C.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,['MSCI Europe IMI Energy 10% Issuer Capped 50 Points Decrement Index'],Decrement,2025-07-16T00:00:00Z,12.04658,Quarterly,0.0,European,-50.0,,,14.4,2032-10-18T00:00:00Z,-12.5,204.4,-11.0,193.6,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying.",FR1459AB8681,https://brochures.structuredretailproducts.com/brochure/2025/08/26/A5-C5-E7-59-6D-41-61-BF-2E-48-E4-B8-AD-BB-1C-5B.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,['Euronext G ENI IM 030425 Decrement 0.96 Index'],Decrement,2025-08-20T00:00:00Z,12.04658,SemiAnnually,100.0,,,,,8.0,2027-02-22T00:00:00Z,0.0,112.0,0.0,176.0,"Il s'agit d'un produit à capitalisation lié à la performance du sous-jacent.À chaque date d'observation, y compris à l'échéance, si le sous-jacent est égal ou supérieur à un niveau prédéfini,le produit se met à terme prématurément et offre un rendement du capital de 100%, et en addition, un coupon spécifique par période écoulée.Si le niveau final du sous-jacent à maturité est égal ou supérieur au niveau prédéfini, le product offre le rendement du capital maximum. Sinon, le produit offre un retour du capital de 100%.",FR1459AB8947,https://brochures.structuredretailproducts.com/brochure/2025/07/17/00-18-B7-07-4C-6E-C0-FA-D4-AF-87-BB-22-6E-ED-84.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,['Euronext G Credit Agricole 310523 GR Decrement 1.10 Index'],Decrement,2025-06-03T00:00:00Z,12.45479,Monthly,0.0,European,-50.0,,,10.5,2037-08-31T00:00:00Z,-37.5,224.25,-15.0,160.375,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying. Initial Lookback Dates: 03/06/2025, 30/10/2025",XS2814347568,https://brochures.structuredretailproducts.com/brochure/2025/07/17/5E-C4-B2-97-30-C6-F8-5A-B8-AB-F5-DB-FF-DF-93-B7.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,['Euronext G Credit Agricole 310523 GR Decrement 1.10 Index'],Decrement,2025-06-16T00:00:00Z,12.33699,Daily,0.0,European,-60.0,,,10.0068,2036-09-30T00:00:00Z,-30.0,210.0822,0.0,110.0,"Il s'agit d'un produit à capitalisation lié à la performance d'un sous-jacent.À chaque date d'observation, y compris à l'échéance, si le sous-jacent est égal ou supérieur à un niveau prédéfini,le produit se met à terme prématurément et offre un rendement du capital de 100%, et en addition, un coupon spécifique par période écoulée.Si le niveau final du sous-jacent à maturité est égal ou supérieur au niveau prédéfini, le product offre le rendement du capital maximum. Sinon, le produit participe 1:1 à la performance du sous-jacent. Dates Initiales de Lookback: 16/06/2025, 08/08/2025, 30/09/2025",XS2814603663,https://brochures.structuredretailproducts.com/brochure/2025/07/17/40-92-C3-EE-40-88-D0-92-43-E5-FA-23-E5-D5-56-E5.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,['MSCI Europe IMI Energy 10% Issuer Capped 50 Points Decrement Index'],Decrement,2025-06-13T00:00:00Z,12.20822,Quarterly,0.0,European,-50.0,,,10.0,2037-05-18T00:00:00Z,-43.0,217.5,0.0,110.0,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying. Initial Lookback Dates: 13/06/2025, 18/08/2025",FR5272AB1088,https://brochures.structuredretailproducts.com/brochure/2025/08/26/B6-C1-92-9B-DC-C2-20-CD-BD-06-EF-69-14-8F-8B-3F.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,['Euronext G TotalEnergies 260325 GR Decrement 3.06 Index'],Decrement,2025-06-25T00:00:00Z,12.31233,Quarterly,0.0,European,-50.0,,,10.0,2029-07-02T00:00:00Z,0.0,137.5,0.0,167.5,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying. Initial Lookback Dates: 25/06/2025, 30/09/2025",XS2814249129,https://brochures.structuredretailproducts.com/brochure/2025/08/26/27-B6-A4-F7-C9-EA-C4-20-91-33-15-18-E2-00-7E-CC.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,['Euronext G Intesa Sanpaolo 190525 Decrement 0.34 Index'],Decrement,2025-06-20T00:00:00Z,12.32603,Daily,0.0,European,-60.0,,,10.0068,2034-09-29T00:00:00Z,-21.0,190.0274,-5.0,110.0,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying. Initial Lookback Dates: 20/06/2025, 08/08/2025, 30/09/2025",XS2481713324,https://brochures.structuredretailproducts.com/brochure/2025/08/26/2D-94-98-CA-C5-9D-93-65-F8-36-7C-92-F7-94-64-4E.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Unit-linked Insurance Plan,5.0,EUR,['Euronext G Credit Agricole 310523 GR Decrement 1.10 Index'],Decrement,2025-06-24T00:00:00Z,12.40548,Monthly,0.0,European,-50.0,,,12.0,2026-11-02T00:00:00Z,0.0,112.0,-18.0,190.0,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying. Initial Lookback Dates: 24/06/2025, 31/10/2025",XS2482677981,https://brochures.structuredretailproducts.com/brochure/2025/08/26/A0-15-29-A8-CF-01-17-35-35-16-D5-9A-3E-E6-99-92.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,['MSCI Europe IMI Energy 10% Issuer Capped 50 Points Decrement Index'],Decrement,2025-05-30T00:00:00Z,12.1863,Quarterly,100.0,,,,,7.0,2027-07-19T00:00:00Z,0.0,114.0,0.0,182.25,"Il s'agit d'un produit à capitalisation lié à la performance du sous-jacent.À chaque date d'observation, y compris à l'échéance, si le sous-jacent est égal ou supérieur à un niveau prédéfini,le produit se met à terme prématurément et offre un rendement du capital de 100%, et en addition, un coupon spécifique par période écoulée.Si le niveau final du sous-jacent à maturité est égal ou supérieur au niveau prédéfini, le product offre le rendement du capital maximum. Sinon, le produit offre un retour du capital de 100%.",FR1459AB8723,https://brochures.structuredretailproducts.com/brochure/2025/08/26/A9-FA-5A-44-3F-45-3C-AB-4C-53-07-55-7F-70-6B-86.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,['Euronext G ENI IM 030425 Decrement 0.96 Index'],Decrement,2025-04-10T00:00:00Z,12.32329,Quarterly,0.0,European,-70.0,,,13.0,2033-01-18T00:00:00Z,-39.0,197.5,-50.0,252.75,"Il s'agit d'un produit à capitalisation lié à la performance d'un sous-jacent.À chaque date d'observation, y compris à l'échéance, si le sous-jacent est égal ou supérieur à un niveau prédéfini,le produit se met à terme prématurément et offre un rendement du capital de 100%, et en addition, un coupon spécifique par période écoulée.Si le niveau final du sous-jacent à maturité est égal ou supérieur au niveau prédéfini, le product offre le rendement du capital maximum. Sinon, le produit participe 1:1 à la performance du sous-jacent. Dates Initiales de Lookback: 10/04/2025, 18/07/2025",XS2814569203,https://brochures.structuredretailproducts.com/brochure/2025/08/26/5B-C0-18-67-49-B0-05-DB-F7-9F-20-0F-96-0D-7A-4B.pdf
FRA,Worst of Memory Phoenix Autocallable Notes,Goldman Sachs,Non-public,Unit-linked Insurance Plan,3.0,EUR,"['Euronext G BNP 230524 Decrement 4.60 Index', 'Euronext G Stellantis 230424 GR Decrement 0.68 Index']",Decrement,2025-07-10T00:00:00Z,10.35342,Quarterly,0.0,European,-50.0,0.0,17.4,17.4,2034-05-02T00:00:00Z,-30.0,100.0,-30.0,100.0,"This is an income product linked to the performance of a basket of underlyings.On each observation date, including at maturity, if the worst performing underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the worst performing underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the worst performing underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the worst performing underlying. Initial Lookback Dates: 10/07/2025, 14/08/2025, 31/10/2025",FR1459AB9127,https://brochures.structuredretailproducts.com/brochure/2025/08/19/16-39-39-1C-E5-8C-23-AE-A1-A9-E5-30-0E-4D-A2-30.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,['Euronext G ENI IM 030425 Decrement 0.96 Index'],Decrement,2025-04-17T00:00:00Z,12.47671,Quarterly,0.0,European,-60.0,,,13.7,2028-09-19T00:00:00Z,-10.0,141.1,-10.0,260.975,"Il s'agit d'un produit à capitalisation lié à la performance d'un sous-jacent.À chaque date d'observation, y compris à l'échéance, si le sous-jacent est égal ou supérieur à un niveau prédéfini,le produit se met à terme prématurément et offre un rendement du capital de 100%, et en addition, un coupon spécifique par période écoulée.Si le niveau final du sous-jacent à maturité est égal ou supérieur au niveau prédéfini, le product offre le rendement du capital maximum. Sinon, le produit participe 1:1 à la performance du sous-jacent. Dates Initiales de Lookback: 17/04/2025, 19/09/2025",FR1459AB8152,https://brochures.structuredretailproducts.com/brochure/2025/07/16/8C-94-C5-4A-4F-42-C2-F5-A3-8F-BA-37-F7-3D-15-06.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,['Euronext G ENI IM 030425 Decrement 0.96 Index'],Decrement,2025-04-22T00:00:00Z,12.32055,Quarterly,0.0,European,-60.0,,,11.0,2031-01-31T00:00:00Z,-27.0,160.5,-30.0,182.5,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying. Initial Lookback Dates: 22/04/2025, 31/07/2025",FR1459AB8160,https://brochures.structuredretailproducts.com/brochure/2025/07/16/35-93-D1-63-B3-A0-F1-5B-7E-50-D1-D3-01-17-73-9D.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,['Euronext G ENI IM 030425 Decrement 0.96 Index'],Decrement,2025-04-04T00:00:00Z,12.35068,Quarterly,0.0,European,-70.0,,,12.4,2033-05-02T00:00:00Z,-30.78,196.1,-49.02,245.7,"This is a growth product linked to the performance of an underlying.On each observation date, if the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the underlying. Initial Lookback Dates: 04/04/2025, 31/07/2025",FR1459AB8053,https://brochures.structuredretailproducts.com/brochure/2025/08/26/A7-D5-97-93-DB-22-5A-D6-51-BB-58-05-AE-4B-DE-B5.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Unit-linked Insurance Plan,5.0,EUR,['Euronext G Credit Agricole 310523 Decrement 1.05 Index'],Decrement,2025-07-31T00:00:00Z,12.38082,Monthly,0.0,European,-50.0,,,9.5004,2034-02-28T00:00:00Z,-33.06,178.3783,-16.72,144.3352,"Il s'agit d'un produit à capitalisation lié à la performance d'un sous-jacent.À chaque date d'observation, y compris à l'échéance, si le sous-jacent est égal ou supérieur à un niveau prédéfini,le produit se met à terme prématurément et offre un rendement du capital de 100%, et en addition, un coupon spécifique par période écoulée.Si le niveau final du sous-jacent à maturité est égal ou supérieur au niveau prédéfini, le product offre le rendement du capital maximum. Sinon, le produit participe 1:1 à la performance du sous-jacent. Dates Initiales de Lookback: 31/07/2025, 28/11/2025",FR1459AB9267,https://brochures.structuredretailproducts.com/brochure/2025/08/26/66-52-2E-02-A0-4F-99-3D-82-A7-C9-1F-F4-70-4A-6C.pdf
FRA,Autocallable Notes,Goldman Sachs,Non-public,Unit-linked Insurance Plan,5.0,EUR,['Euronext G ENI IM 030425 Decrement 0.96 Index'],Decrement,2025-04-09T00:00:00Z,12.35342,Daily,0.0,European,-60.0,,,17.6121,2026-07-30T00:00:00Z,0.0,117.6,-24.0,223.2,"This is a growth product linked to the performance of an underlying.If during the daily observation period, the underlying is at or above a predefined level, the product terminates on that date and offers a capital return of 100% plus a pro-rated coupon p.a. since the launch of the product. At maturity, if the level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the undelying is below this level, but at or above the predefined barrier, the product offers a capital return of 100%. Otherwise, the product participates 1:1 in the performance of the underlying. Initial Lookback Dates: 09/04/2025, 02/06/2025, 30/07/2025",XS2688894935,https://brochures.structuredretailproducts.com/brochure/2025/08/26/55-66-D6-F1-89-10-6D-95-E9-22-E3-B6-E2-26-AE-26.pdf
FRA,Worst of Memory Phoenix Autocallable Notes,Goldman Sachs,Non-public,Medium Term Note,5.0,EUR,"['Euronext G BNP 230524 Decrement 4.60 Index', 'Euronext G TotalEnergies 191222 GR Decrement 3.30 Index']",Decrement,2025-07-29T00:00:00Z,10.12877,Quarterly,0.0,European,-50.0,0.0,10.3,10.3,2026-08-31T00:00:00Z,0.0,100.0,0.0,100.0,"This is an income product linked to the performance of a basket of underlyings.On each observation date, including at maturity, if the worst performing underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the worst performing underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the worst performing underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the worst performing underlying. Initial Lookback Dates: 29/07/2025, 29/08/2025",XS3034041718,https://brochures.structuredretailproducts.com/brochure/2025/08/26/CE-8D-AF-2B-A8-F7-98-31-C5-FD-1E-E6-CF-A3-73-27.pdf
